NIS,school,fullName,gender,grade,POB,birth,age,caturWulan,subjects,midTest,finalTest,mean,finalScore
Std002,SD Ungu,Hannah Olga Basri,F,6,Cimahi,2009-05-24,14,2,English,79,68,73.5,B
Std002,SD Ungu,Hannah Olga Basri,F,6,Cimahi,2009-05-24,14,3,English,71,95,83.0,B
Std002,SD Ungu,Hannah Olga Basri,F,6,Cimahi,2009-05-24,14,1,Religion,77,90,83.5,B
Std002,SD Ungu,Hannah Olga Basri,F,6,Cimahi,2009-05-24,14,2,Religion,87,54,70.5,B
Std002,SD Ungu,Hannah Olga Basri,F,6,Cimahi,2009-05-24,14,3,Religion,63,63,63.0,C
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,1,Math,100,69,84.5,A
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,2,Math,77,92,84.5,A
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,3,Math,83,61,72.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,1,Science,58,81,69.5,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,2,Science,50,67,58.5,C
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,3,Science,91,53,72.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,1,Social,53,51,52.0,C
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,2,Social,99,82,90.5,A
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,3,Social,71,81,76.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,1,Bahasa,77,74,75.5,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,2,Bahasa,98,56,77.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,3,Bahasa,74,62,68.0,C
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,1,English,77,69,73.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,2,English,83,60,71.5,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,3,English,99,67,83.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,1,Religion,64,98,81.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,2,Religion,83,75,79.0,B
Std003,SD Ungu,Titi Luh Made Rahardja,F,6,Palu,2010-08-06,13,3,Religion,68,58,63.0,C
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,1,Math,52,83,67.5,C
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,2,Math,90,52,71.0,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,3,Math,53,80,66.5,C
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,1,Science,99,93,96.0,A
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,2,Science,92,90,91.0,A
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,3,Science,96,79,87.5,A
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,1,Social,95,82,88.5,A
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,2,Social,79,100,89.5,A
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,3,Social,65,92,78.5,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,1,Bahasa,90,98,94.0,A
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,2,Bahasa,90,70,80.0,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,3,Bahasa,66,63,64.5,C
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,1,English,62,97,79.5,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,2,English,77,73,75.0,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,3,English,98,54,76.0,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,1,Religion,62,52,57.0,C
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,2,Religion,69,98,83.5,B
Std004,SD Ungu,Haqeem Irwan Mangkubumi,M,6,Pangkalpinang,2011-05-22,12,3,Religion,75,51,63.0,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,1,Math,90,68,79.0,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,2,Math,89,81,85.0,A
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,3,Math,79,90,84.5,A
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,1,Science,50,87,68.5,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,2,Science,87,67,77.0,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,3,Science,89,80,84.5,A
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,1,Social,85,64,74.5,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,2,Social,52,74,63.0,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,3,Social,53,82,67.5,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,1,Bahasa,59,99,79.0,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,2,Bahasa,55,56,55.5,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,3,Bahasa,97,82,89.5,A
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,1,English,64,51,57.5,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,2,English,71,81,76.0,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,3,English,51,88,69.5,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,1,Religion,91,58,74.5,B
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,2,Religion,56,75,65.5,C
Std005,SD Ungu,Jovita Davina Sigar,F,6,Jakarta Selatan,2011-06-02,12,3,Religion,88,90,89.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,1,Math,98,74,86.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,2,Math,86,69,77.5,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,3,Math,79,97,88.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,1,Science,54,89,71.5,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,2,Science,58,64,61.0,C
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,3,Science,73,56,64.5,C
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,1,Social,72,80,76.0,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,2,Social,98,72,85.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,3,Social,88,58,73.0,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,1,Bahasa,61,80,70.5,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,2,Bahasa,91,55,73.0,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,3,Bahasa,91,79,85.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,1,English,91,62,76.5,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,2,English,94,84,89.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,3,English,92,96,94.0,A
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,1,Religion,66,97,81.5,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,2,Religion,74,93,83.5,B
Std006,SD Ungu,Ratri Btari Simmon,F,6,Pontianak,2009-05-23,14,3,Religion,97,50,73.5,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,1,Math,51,68,59.5,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,2,Math,59,68,63.5,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,3,Math,98,56,77.0,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,1,Science,78,98,88.0,A
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,2,Science,51,82,66.5,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,3,Science,58,88,73.0,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,1,Social,54,74,64.0,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,2,Social,98,53,75.5,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,3,Social,75,54,64.5,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,1,Bahasa,95,76,85.5,A
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,2,Bahasa,81,56,68.5,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,3,Bahasa,67,71,69.0,C
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,1,English,88,91,89.5,A
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,2,English,83,82,82.5,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,3,English,96,57,76.5,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,1,Religion,59,91,75.0,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,2,Religion,67,78,72.5,B
Std007,SD Ungu,Ayudia Trisna Pardede,F,6,Madiun,2011-04-12,12,3,Religion,73,92,82.5,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,1,Math,67,79,73.0,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,2,Math,76,60,68.0,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,3,Math,69,51,60.0,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,1,Science,54,75,64.5,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,2,Science,59,82,70.5,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,3,Science,60,86,73.0,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,1,Social,64,52,58.0,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,2,Social,95,52,73.5,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,3,Social,70,53,61.5,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,1,Bahasa,53,69,61.0,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,2,Bahasa,53,83,68.0,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,3,Bahasa,65,88,76.5,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,1,English,75,98,86.5,A
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,2,English,85,93,89.0,A
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,3,English,52,79,65.5,C
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,1,Religion,86,82,84.0,B
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,2,Religion,89,90,89.5,A
Std008,SD Ungu,Jadyn Catherine Perkasa,F,6,Pontianak,2011-07-06,12,3,Religion,89,72,80.5,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,1,Math,97,95,96.0,A
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,2,Math,91,89,90.0,A
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,3,Math,70,79,74.5,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,1,Science,64,91,77.5,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,2,Science,78,84,81.0,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,3,Science,75,85,80.0,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,1,Social,96,61,78.5,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,2,Social,71,75,73.0,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,3,Social,95,98,96.5,A
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,1,Bahasa,55,72,63.5,C
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,2,Bahasa,75,73,74.0,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,3,Bahasa,54,95,74.5,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,1,English,54,74,64.0,C
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,2,English,80,86,83.0,B
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,3,English,74,97,85.5,A
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,1,Religion,72,100,86.0,A
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,2,Religion,81,94,87.5,A
Std009,SD Ungu,Anne Nara Said,F,6,Langsa,2010-12-09,13,3,Religion,84,93,88.5,A
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,1,Math,66,56,61.0,C
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,2,Math,63,83,73.0,B
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,3,Math,83,57,70.0,B
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,1,Science,90,77,83.5,B
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,2,Science,97,72,84.5,A
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,3,Science,100,81,90.5,A
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,1,Social,57,59,58.0,C
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,2,Social,79,52,65.5,C
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,3,Social,56,88,72.0,B
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,1,Bahasa,50,55,52.5,C
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,2,Bahasa,59,90,74.5,B
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,3,Bahasa,76,93,84.5,A
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,1,English,82,96,89.0,A
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,2,English,90,80,85.0,A
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,3,English,81,67,74.0,B
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,1,Religion,61,62,61.5,C
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,2,Religion,55,54,54.5,C
Std010,SD Ungu,Jean Julia Abelio,F,6,Jakarta Selatan,2011-11-13,12,3,Religion,85,83,84.0,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,1,Math,100,85,92.5,A
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,2,Math,61,88,74.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,3,Math,85,56,70.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,1,Science,54,76,65.0,C
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,2,Science,78,80,79.0,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,3,Science,86,54,70.0,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,1,Social,69,76,72.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,2,Social,54,74,64.0,C
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,3,Social,99,68,83.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,1,Bahasa,60,52,56.0,C
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,2,Bahasa,57,96,76.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,3,Bahasa,63,100,81.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,1,English,85,68,76.5,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,2,English,58,52,55.0,C
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,3,English,80,60,70.0,B
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,1,Religion,52,64,58.0,C
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,2,Religion,55,71,63.0,C
Std011,SD Ungu,Rudy Lamhot Tarigan,M,6,Bitung,2009-09-18,14,3,Religion,55,63,59.0,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,1,Math,80,86,83.0,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,2,Math,58,83,70.5,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,3,Math,66,51,58.5,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,1,Science,53,88,70.5,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,2,Science,56,79,67.5,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,3,Science,93,93,93.0,A
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,1,Social,53,68,60.5,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,2,Social,72,56,64.0,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,3,Social,96,69,82.5,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,1,Bahasa,77,74,75.5,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,2,Bahasa,89,82,85.5,A
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,3,Bahasa,80,88,84.0,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,1,English,56,68,62.0,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,2,English,99,83,91.0,A
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,3,English,88,77,82.5,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,1,Religion,62,84,73.0,B
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,2,Religion,59,54,56.5,C
Std012,SD Ungu,Hamid Isnanto Mangkubumi,M,6,Padangsidimpuan,2011-12-04,12,3,Religion,99,90,94.5,A
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,1,Math,74,66,70.0,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,2,Math,59,99,79.0,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,3,Math,97,87,92.0,A
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,1,Science,51,81,66.0,C
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,2,Science,76,61,68.5,C
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,3,Science,92,72,82.0,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,1,Social,74,71,72.5,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,2,Social,60,62,61.0,C
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,3,Social,82,63,72.5,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,1,Bahasa,78,75,76.5,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,2,Bahasa,82,92,87.0,A
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,3,Bahasa,87,90,88.5,A
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,1,English,80,57,68.5,C
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,2,English,57,77,67.0,C
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,3,English,99,57,78.0,B
Std013,SD Ungu,Astuti Pertiwi Marbun,F,6,Pematangsiantar,2010-05-12,13,1,Religion,50,71,60.5,C
