NIS,school,fullName,gender,grade,POB,birth,age,caturWulan,subjects,midTest,finalTest,mean,finalScore
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,2,Bahasa,82,83,82.5,B
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,3,Bahasa,54,50,52.0,C
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,1,English,95,78,86.5,A
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,2,English,55,97,76.0,B
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,3,English,58,61,59.5,C
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,1,Religion,86,95,90.5,A
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,2,Religion,50,54,52.0,C
Std006,SD Coklat,Dilan Carlos Manalu,M,6,Magelang,2011-08-26,12,3,Religion,91,51,71.0,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,1,Math,70,99,84.5,A
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,2,Math,80,60,70.0,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,3,Math,64,97,80.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,1,Science,65,69,67.0,C
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,2,Science,58,80,69.0,C
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,3,Science,94,60,77.0,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,1,Social,57,89,73.0,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,2,Social,51,70,60.5,C
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,3,Social,86,69,77.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,1,Bahasa,99,61,80.0,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,2,Bahasa,86,68,77.0,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,3,Bahasa,96,57,76.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,1,English,94,55,74.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,2,English,64,91,77.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,3,English,73,86,79.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,1,Religion,71,55,63.0,C
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,2,Religion,88,71,79.5,B
Std007,SD Coklat,Michael Febrian Adnyana,M,6,Subulussalam,2011-06-08,12,3,Religion,100,80,90.0,A
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,1,Math,61,95,78.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,2,Math,100,60,80.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,3,Math,100,71,85.5,A
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,1,Science,88,76,82.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,2,Science,58,80,69.0,C
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,3,Science,70,96,83.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,1,Social,90,62,76.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,2,Social,61,57,59.0,C
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,3,Social,99,62,80.5,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,1,Bahasa,97,87,92.0,A
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,2,Bahasa,89,77,83.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,3,Bahasa,74,97,85.5,A
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,1,English,74,92,83.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,2,English,86,85,85.5,A
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,3,English,81,59,70.0,B
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,1,Religion,51,85,68.0,C
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,2,Religion,90,100,95.0,A
Std008,SD Coklat,Francis Yoan Junio,M,6,Yogyakarta,2010-03-09,13,3,Religion,61,92,76.5,B
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,1,Math,74,95,84.5,A
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,2,Math,56,60,58.0,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,3,Math,83,66,74.5,B
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,1,Science,63,73,68.0,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,2,Science,67,51,59.0,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,3,Science,69,90,79.5,B
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,1,Social,63,56,59.5,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,2,Social,80,76,78.0,B
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,3,Social,94,52,73.0,B
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,1,Bahasa,89,86,87.5,A
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,2,Bahasa,67,63,65.0,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,3,Bahasa,81,97,89.0,A
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,1,English,74,75,74.5,B
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,2,English,50,70,60.0,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,3,English,57,52,54.5,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,1,Religion,57,56,56.5,C
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,2,Religion,87,85,86.0,A
Std009,SD Coklat,Rudy Yobel Baihaqi,M,6,Gunungsitoli,2010-11-02,13,3,Religion,70,57,63.5,C
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,1,Math,98,80,89.0,A
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,2,Math,76,74,75.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,3,Math,64,79,71.5,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,1,Science,65,85,75.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,2,Science,55,59,57.0,C
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,3,Science,85,88,86.5,A
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,1,Social,76,72,74.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,2,Social,73,74,73.5,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,3,Social,95,61,78.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,1,Bahasa,99,67,83.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,2,Bahasa,90,61,75.5,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,3,Bahasa,55,88,71.5,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,1,English,87,63,75.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,2,English,86,56,71.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,3,English,63,87,75.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,1,Religion,85,83,84.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,2,Religion,65,75,70.0,B
Std010,SD Coklat,Joe Widodo Simamora,M,6,Jakarta,2010-02-16,14,3,Religion,81,82,81.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,1,Math,58,59,58.5,C
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,2,Math,69,59,64.0,C
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,3,Math,60,89,74.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,1,Science,77,80,78.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,2,Science,59,76,67.5,C
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,3,Science,65,96,80.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,1,Social,62,79,70.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,2,Social,73,84,78.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,3,Social,51,75,63.0,C
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,1,Bahasa,61,81,71.0,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,2,Bahasa,79,100,89.5,A
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,3,Bahasa,92,95,93.5,A
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,1,English,58,60,59.0,C
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,2,English,80,98,89.0,A
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,3,English,89,68,78.5,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,1,Religion,67,95,81.0,B
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,2,Religion,50,82,66.0,C
Std011,SD Coklat,Kadek Yunus Latuconsina,M,6,Semarang,2010-12-04,13,3,Religion,75,55,65.0,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,1,Math,91,59,75.0,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,2,Math,51,100,75.5,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,3,Math,79,54,66.5,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,1,Science,89,71,80.0,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,2,Science,79,91,85.0,A
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,3,Science,57,68,62.5,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,1,Social,59,95,77.0,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,2,Social,97,50,73.5,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,3,Social,51,75,63.0,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,1,Bahasa,72,50,61.0,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,2,Bahasa,93,64,78.5,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,3,Bahasa,98,63,80.5,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,1,English,63,81,72.0,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,2,English,70,83,76.5,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,3,English,59,53,56.0,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,1,Religion,54,51,52.5,C
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,2,Religion,75,76,75.5,B
Std012,SD Coklat,Koto Valerian Al Rasyid,M,6,Mataram,2010-12-27,13,3,Religion,71,77,74.0,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,1,Math,87,52,69.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,2,Math,77,53,65.0,C
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,3,Math,96,89,92.5,A
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,1,Science,70,89,79.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,2,Science,82,79,80.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,3,Science,64,99,81.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,1,Social,90,68,79.0,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,2,Social,62,93,77.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,3,Social,74,64,69.0,C
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,1,Bahasa,60,70,65.0,C
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,2,Bahasa,81,61,71.0,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,3,Bahasa,62,70,66.0,C
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,1,English,67,78,72.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,2,English,69,74,71.5,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,3,English,90,82,86.0,A
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,1,Religion,74,61,67.5,C
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,2,Religion,67,85,76.0,B
Std013,SD Coklat,Rafael Aditya Lasut,M,6,Dumai,2010-05-11,13,3,Religion,68,72,70.0,B
