NIS,school,fullName,gender,grade,POB,birth,age,caturWulan,subjects,midTest,finalTest,mean,finalScore
Std005,SD Jingga,Indira Glory Ambarita,F,6,Palopo,2011-05-14,12,1,English,73,64,68.5,C
Std005,SD Jingga,Indira Glory Ambarita,F,6,Palopo,2011-05-14,12,2,English,76,76,76.0,B
Std005,SD Jingga,Indira Glory Ambarita,F,6,Palopo,2011-05-14,12,3,English,87,79,83.0,B
Std005,SD Jingga,Indira Glory Ambarita,F,6,Palopo,2011-05-14,12,1,Religion,69,56,62.5,C
Std005,SD Jingga,Indira Glory Ambarita,F,6,Palopo,2011-05-14,12,2,Religion,80,68,74.0,B
Std005,SD Jingga,Indira Glory Ambarita,F,6,Palopo,2011-05-14,12,3,Religion,64,85,74.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,1,Math,88,67,77.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,2,Math,63,58,60.5,C
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,3,Math,78,82,80.0,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,1,Science,77,65,71.0,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,2,Science,81,52,66.5,C
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,3,Science,91,52,71.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,1,Social,80,93,86.5,A
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,2,Social,81,85,83.0,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,3,Social,79,88,83.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,1,Bahasa,97,54,75.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,2,Bahasa,69,80,74.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,3,Bahasa,90,89,89.5,A
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,1,English,64,77,70.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,2,English,50,86,68.0,C
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,3,English,67,85,76.0,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,1,Religion,95,94,94.5,A
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,2,Religion,86,57,71.5,B
Std006,SD Jingga,Ferdinand Yonny Manalu,M,6,Sibolga,2010-12-01,13,3,Religion,77,60,68.5,C
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,1,Math,99,72,85.5,A
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,2,Math,92,54,73.0,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,3,Math,71,95,83.0,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,1,Science,74,88,81.0,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,2,Science,69,71,70.0,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,3,Science,74,97,85.5,A
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,1,Social,93,53,73.0,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,2,Social,91,76,83.5,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,3,Social,58,71,64.5,C
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,1,Bahasa,95,66,80.5,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,2,Bahasa,76,74,75.0,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,3,Bahasa,50,54,52.0,C
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,1,English,76,67,71.5,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,2,English,92,53,72.5,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,3,English,59,78,68.5,C
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,1,Religion,87,85,86.0,A
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,2,Religion,87,78,82.5,B
Std007,SD Jingga,Achmad Bashir Bernardi,M,6,Blitar,2012-11-09,11,3,Religion,70,86,78.0,B
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,1,Math,83,79,81.0,B
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,2,Math,65,57,61.0,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,3,Math,64,65,64.5,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,1,Science,80,95,87.5,A
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,2,Science,53,73,63.0,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,3,Science,76,54,65.0,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,1,Social,82,96,89.0,A
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,2,Social,55,86,70.5,B
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,3,Social,81,58,69.5,B
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,1,Bahasa,86,99,92.5,A
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,2,Bahasa,63,53,58.0,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,3,Bahasa,69,54,61.5,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,1,English,84,99,91.5,A
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,2,English,53,85,69.0,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,3,English,58,89,73.5,B
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,1,Religion,50,50,50.0,C
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,2,Religion,100,51,75.5,B
Std008,SD Jingga,I Nyoman Jupiter Hutabarat,M,6,Gunungsitoli,2012-03-19,11,3,Religion,84,79,81.5,B
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,1,Math,57,83,70.0,B
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,2,Math,69,55,62.0,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,3,Math,87,95,91.0,A
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,1,Science,79,50,64.5,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,2,Science,88,60,74.0,B
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,3,Science,79,91,85.0,A
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,1,Social,78,96,87.0,A
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,2,Social,67,54,60.5,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,3,Social,98,69,83.5,B
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,1,Bahasa,79,54,66.5,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,2,Bahasa,58,58,58.0,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,3,Bahasa,92,63,77.5,B
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,1,English,70,100,85.0,A
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,2,English,96,79,87.5,A
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,3,English,95,99,97.0,A
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,1,Religion,56,81,68.5,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,2,Religion,76,57,66.5,C
Std009,SD Jingga,Fitra Danita Said,F,6,Baubau,2012-06-02,11,3,Religion,58,67,62.5,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,1,Math,77,79,78.0,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,2,Math,78,54,66.0,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,3,Math,99,59,79.0,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,1,Science,77,56,66.5,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,2,Science,79,51,65.0,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,3,Science,86,90,88.0,A
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,1,Social,97,89,93.0,A
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,2,Social,85,62,73.5,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,3,Social,72,100,86.0,A
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,1,Bahasa,97,85,91.0,A
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,2,Bahasa,54,77,65.5,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,3,Bahasa,55,93,74.0,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,1,English,64,58,61.0,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,2,English,74,90,82.0,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,3,English,83,64,73.5,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,1,Religion,64,82,73.0,B
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,2,Religion,76,53,64.5,C
Std010,SD Jingga,Ursula Amber Bessie,F,6,Langsa,2011-02-06,13,3,Religion,73,90,81.5,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,1,Math,71,92,81.5,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,2,Math,65,60,62.5,C
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,3,Math,55,64,59.5,C
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,1,Science,81,82,81.5,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,2,Science,75,73,74.0,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,3,Science,55,60,57.5,C
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,1,Social,69,93,81.0,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,2,Social,74,86,80.0,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,3,Social,67,93,80.0,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,1,Bahasa,81,98,89.5,A
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,2,Bahasa,97,84,90.5,A
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,3,Bahasa,67,72,69.5,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,1,English,59,74,66.5,C
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,2,English,71,72,71.5,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,3,English,68,75,71.5,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,1,Religion,66,78,72.0,B
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,2,Religion,79,50,64.5,C
Std011,SD Jingga,Cecep Charles Nababan,M,6,Probolinggo,2010-12-24,13,3,Religion,52,79,65.5,C
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,1,Math,58,85,71.5,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,2,Math,82,61,71.5,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,3,Math,68,62,65.0,C
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,1,Science,72,54,63.0,C
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,2,Science,79,82,80.5,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,3,Science,57,93,75.0,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,1,Social,95,97,96.0,A
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,2,Social,72,90,81.0,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,3,Social,63,73,68.0,C
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,1,Bahasa,79,76,77.5,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,2,Bahasa,97,87,92.0,A
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,3,Bahasa,98,99,98.5,A
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,1,English,98,73,85.5,A
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,2,English,64,92,78.0,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,3,English,78,78,78.0,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,1,Religion,68,71,69.5,B
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,2,Religion,67,68,67.5,C
Std012,SD Jingga,Ni Ketut Kiko Junio,F,6,Lubuklinggau,2010-02-26,13,3,Religion,83,90,86.5,A
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,1,Math,71,100,85.5,A
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,2,Math,57,85,71.0,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,3,Math,66,87,76.5,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,1,Science,91,80,85.5,A
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,2,Science,51,99,75.0,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,3,Science,85,60,72.5,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,1,Social,81,63,72.0,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,2,Social,94,71,82.5,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,3,Social,56,94,75.0,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,1,Bahasa,85,52,68.5,C
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,2,Bahasa,66,65,65.5,C
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,3,Bahasa,70,51,60.5,C
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,1,English,94,83,88.5,A
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,2,English,67,89,78.0,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,3,English,80,75,77.5,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,1,Religion,88,78,83.0,B
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,2,Religion,58,54,56.0,C
Std013,SD Jingga,Helena Retno Tambayong,F,6,Kendari,2011-02-09,13,3,Religion,78,98,88.0,A
Std014,SD Jingga,Miranda Raden Ayu Imanuel,F,6,Blitar,2012-04-26,11,1,Math,58,74,66.0,C
